Date,Article_title,Stock_symbol,Url,Publisher,Author,Article,Lsa_summary,Luhn_summary,Textrank_summary,Lexrank_summary
2020-05-28 00:00:00 UTC,"Trump Says Will Host Press Event In ~20 Mins, Would Indicate Around 3:40 p.m. EDT",GOOG,https://www.benzinga.com/news/20/05/16131372/trump-says-will-host-press-event-in-20-mins-would-indicate-around-3-40-p-m-edt,Benzinga Newsdesk,,,,,,
2020-05-28 00:00:00 UTC,"'Executive order on social media should be issued by 5pm today, says @PressSec.' -Tweet From Voice Of America's Steve Herman",GOOG,https://www.benzinga.com/news/20/05/16130869/executive-order-on-social-media-should-be-issued-by-5pm-today-says-presssec-tweet-from-voice-of-amer,Benzinga Newsdesk,,,,,,
2020-05-28 00:00:00 UTC,'Google explores 5% stake in Vodafone Idea' -LightReading Report,GOOG,https://www.benzinga.com/news/20/05/16130413/google-explores-5-stake-in-vodafone-idea-lightreading-report,Benzinga Newsdesk,,,,,,
2020-05-28 00:00:00 UTC,Trump's Executive Order To Expose Social Media To Lawsuits Over Content Policies,GOOG,https://www.benzinga.com/analyst-ratings/analyst-color/20/05/16128213/trumps-executive-order-to-expose-social-media-to-lawsuits-over-content-policies,Elizabeth Balboa,,,,,,
2020-05-28 00:00:00 UTC,'This will be a Big Day for Social Media and FAIRNESS!' -Trump Tweet,GOOG,https://www.benzinga.com/news/20/05/16126705/this-will-be-a-big-day-for-social-media-and-fairness-trump-tweet,Benzinga Newsdesk,,,,,,
2020-05-28 00:00:00 UTC,"Tech Companies Aren't 'State Actors,' Judge Dismisses Conservative Bias Lawsuit Against Facebook, Twitter, Google, Apple",GOOG,https://www.benzinga.com/news/20/05/16124533/tech-companies-arent-state-actors-judge-dismisses-conservative-bias-lawsuit-against-facebook-twitter,Neer Varshney,,,,,,
2020-05-28 00:00:00 UTC,'Google Explores Vodafone Idea Stake as Part of India Push' -FT Article,GOOG,https://www.benzinga.com/m-a/20/05/16125268/google-explores-vodafone-idea-stake-as-part-of-india-push,Charles Gross,,,,,,
2020-05-28 00:00:00 UTC,Arizona Alleges Consumer Fraud In Lawsuit Against Google,GOOG,https://www.benzinga.com/news/20/05/16124236/arizona-alleges-consumer-fraud-in-lawsuit-against-google,Shivdeep Dhaliwal,,,,,,
2020-05-27 00:00:00 UTC,"Amazon Is Serious About Self-Driving Technology, Eyeing Multi-Billion Dollar Acquisition",GOOG,https://www.benzinga.com/news/20/05/16118269/amazon-is-serious-about-self-driving-technology-eyeing-multi-billion-dollar-acquisition,FreightWaves,,,,,,
2020-05-27 00:00:00 UTC,Google Faces Antitrust Case in India Over Payments App,GOOG,https://www.benzinga.com/news/20/05/16113882/google-faces-antitrust-case-in-india-over-payments-app,Charles Gross,,,,,,
2020-05-27 00:00:00 UTC,YouTube Makes Its Dedicated Children App Available On Apple TV,GOOG,https://www.benzinga.com/news/20/05/16113144/youtube-makes-its-dedicated-children-app-available-on-apple-tv,Neer Varshney,,,,,,
2020-05-27 00:00:00 UTC,Amazon Looks To Double-Down On Self-Driving Tech With Zoox Acquisition: WSJ,GOOG,https://www.benzinga.com/news/20/05/16112895/amazon-looks-to-double-down-on-self-driving-tech-with-zoox-acquisition-wsj,Neer Varshney,,,,,,
2020-05-26 00:00:00 UTC,"Google CEO Says Beginning July 6, Assuming External Conditions Allow, We'll Start To Open More Buildings In More Cities; Says In Sep. Timeframe, Assuming Conditions Allow, Will Further Scale Rotation Program, Building Over Time To 30% Building Capacity",GOOG,https://www.benzinga.com/news/20/05/16111157/google-ceo-says-beginning-july-6-assuming-external-conditions-allow-well-start-to-open-more-building,Benzinga Newsdesk,,,,,,
2020-05-26 00:00:00 UTC,Senseonics Launches New Remote Monitoring App for Android Users in US,GOOG,https://www.benzinga.com/news/20/05/16110759/senseonics-launches-new-remote-monitoring-app-for-android-users-in-us,Benzinga Newsdesk,,,,,,
2020-05-26 00:00:00 UTC,US Most-Subscribed YouTube Channel 'Cocomelon' Coming To Netflix In June,GOOG,https://www.benzinga.com/news/20/05/16103113/us-most-subscribed-youtube-channel-cocomelon-coming-to-netflix-in-june,Neer Varshney,,,,,,
2020-05-22 00:00:00 UTC,'Google will stop building custom AI for Big Oil and Gas' -Electrek Report,GOOG,https://www.benzinga.com/news/20/05/16095236/google-will-stop-building-custom-ai-for-big-oil-and-gas-electrek-report,Benzinga Newsdesk,,,,,,
2020-05-22 00:00:00 UTC,'Naspers and Axel Springer in Bid for eBay Classifieds Unit' -Bloomberg,GOOG,https://www.benzinga.com/m-a/20/05/16094965/naspers-and-axel-springer-in-bid-for-ebay-classifieds-unit-bloomberg,Benzinga Newsdesk,,,,,,
2020-05-22 00:00:00 UTC,Medtronic Guardian™ Connect Continuous Glucose Monitoring (CGM) System for Diabetes Now Compatible with Android Devices,GOOG,https://www.benzinga.com/news/20/05/16093747/medtronic-guardian-connect-continuous-glucose-monitoring-cgm-system-for-diabetes-now-compatible-with,Benzinga Newsdesk,,,,,,
2020-05-21 00:00:00 UTC,Florida Mayhem Announces University 'Overwatch' Tournament,GOOG,https://www.benzinga.com/news/20/05/16088050/florida-mayhem-announces-university-overwatch-tournament,Crystal Mills,,,,,,
2020-05-21 00:00:00 UTC,Mastercard Employees Can Work From Home Until Pandemic Is Under Control,GOOG,https://www.benzinga.com/fintech/20/05/16082249/mastercard-employees-can-work-from-home-until-pandemic-is-under-control,Shivdeep Dhaliwal,,,,,,
2020-05-20 00:00:00 UTC,Apple's Face ID Will Allow Mask Wearing Users To Unlock Their Phones Quickly,GOOG,https://www.benzinga.com/news/20/05/16081929/apples-face-id-will-allow-mask-wearing-users-to-unlock-their-phones-quickly,Shivdeep Dhaliwal,,,,,,
2020-05-20 00:00:00 UTC,Google Lands Cloud Deal With Defense Department,GOOG,https://www.benzinga.com/news/20/05/16075574/google-lands-cloud-deal-with-defense-department,Benzinga Newsdesk,,,,,,
2020-05-20 00:00:00 UTC,Dell Technologies Cloud And Google Cloud Launch Hybrid Storage Solution,GOOG,https://www.benzinga.com/tech/20/05/16074087/dell-technologies-cloud-and-google-cloud-launch-hybrid-storage-solution,Benzinga Newsdesk,,,,,,
2020-05-20 00:00:00 UTC,Global Music Revenue Set To Double By 2030 Despite Pandemic Impact: Goldman Sachs Report,GOOG,https://www.benzinga.com/news/20/05/16072446/global-music-revenue-set-to-double-by-2030-despite-pandemic-impact-goldman-sachs-report,Neer Varshney,,,,,,
2020-05-20 00:00:00 UTC,Google Drops Future AI Oil Extraction Projects,GOOG,https://www.benzinga.com/news/20/05/16072680/google-drops-future-ai-oil-extraction-projects,Benzinga Newsdesk,,,,,,
2020-05-19 00:00:00 UTC,Spotify Scoops Up Joe Rogan And His Hugely Popular Podcast,GOOG,https://www.benzinga.com/news/20/05/16068712/spotify-scoops-up-joe-rogan-and-his-hugely-popular-podcast,Jayson Derrick,,,,,,
2020-05-18 00:00:00 UTC,"Here's How Much Investing $1,000 In The 2015 Fitbit IPO Would Be Worth Today",GOOG,https://www.benzinga.com/general/education/20/05/16057394/heres-how-much-investing-1-000-in-the-2015-fitbit-ipo-would-be-worth-today,Wayne Duggan,,,,,,
2020-05-16 00:00:00 UTC,"Ubisoft Sues Apple, Google Over Alibaba's Rainbow Six ""Ripoff""",GOOG,https://www.benzinga.com/news/20/05/16052003/ubisoft-sues-apple-google-over-alibabas-rainbow-six-ripoff,Charles Gross,,,,,,
2020-05-16 00:00:00 UTC,"Q1 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolios",GOOG,https://www.benzinga.com/news/20/05/16051311/q1-13f-roundup-how-buffett-einhorn-ackman-and-others-adjusted-their-portfolios,Wayne Duggan,,,,,,
2020-05-15 00:00:00 UTC,"'Justice Department, State Attorneys General Likely to Bring Antitrust Lawsuits Against Google' -WSJ, Citing People Familiar With Matter",GOOG,https://www.benzinga.com/news/20/05/16048432/justice-department-state-attorneys-general-likely-to-bring-antitrust-lawsuits-against-google-wsj-cit,Benzinga Newsdesk,,,,,,
2020-05-15 00:00:00 UTC,13F From Appaloosa Shows Cut Stake In Alphabet From 440K To 361K Shares,GOOG,https://www.benzinga.com/general/hedge-funds/20/05/16048044/13f-from-appaloosa-shows-cut-stake-in-alphabet-from-440k-to-361k-shares,Benzinga Newsdesk,,,,,,
2020-05-15 00:00:00 UTC,"Soros 13F Shows Cut Alphabet Stake From 65,750 To 32,875",GOOG,https://www.benzinga.com/sec/20/05/16047912/soros-13f-shows-cut-alphabet-stake-from-65-750-to-32-875,Benzinga Newsdesk,,,,,,
2020-05-15 00:00:00 UTC,"Hedge Fund Duquesne 13F Shows Increased Stakes In Facebook, Alibaba, Netflix, Amazon, Google, Alnylman",GOOG,https://www.benzinga.com/news/20/05/16046861/hedge-fund-duquesne-13f-shows-increased-stakes-in-facebook-alibaba-netflix-amazon-google-alnylman,Benzinga Newsdesk,,,,,,
2020-05-15 00:00:00 UTC,"Tiger Global Raises Stake in Alibaba to 4.5M Shares, Lower Stake in Alphabet to 30.5K Share",GOOG,https://www.benzinga.com/general/hedge-funds/20/05/16045988/tiger-global-raises-stake-in-alibaba-to-4-5m-shares-lower-stake-in-alphabet-to-30-5k-share,Luke J Jacobi,,,,,,
2020-05-15 00:00:00 UTC,Quick Retreat: Impressive Thursday Turnaround Halted in Its Tracks Amid Fresh Trade Tiff,GOOG,https://www.benzinga.com/news/20/05/16043881/quick-retreat-impressive-thursday-turnaround-halted-in-its-tracks-amid-fresh-trade-tiff,JJ Kinahan,,,,,,
2020-05-14 00:00:00 UTC,"The French Open Could Still Happen, Just Behind Closed Doors",GOOG,https://www.benzinga.com/markets/penny-stocks/20/05/16032937/the-french-open-could-still-happen-just-behind-closed-doors,IAM Newswire,,,,,,
2020-05-14 00:00:00 UTC,2 Google Pixel Lead Members Including 'Camera Mastermind' Quit Ahead Of 4A Model Launch,GOOG,https://www.benzinga.com/news/20/05/16028716/two-google-pixel-lead-members-including-camera-mastermind-quit-ahead-of-4a-model-launch,Neer Varshney,,,,,,
2020-05-13 00:00:00 UTC,"Another Fundraise, As Self-Driving Startup Waymo's Investment Hits $3B In 2020",GOOG,https://www.benzinga.com/news/20/05/16026539/another-fundraise-as-self-driving-startup-waymos-investment-hits-3-billion-in-2020,FreightWaves,,,,,,
2020-05-13 00:00:00 UTC,Apple Plans To Bring Employees Back To Office Even As Tech Peers Hold Off,GOOG,https://www.benzinga.com/news/20/05/16023383/apple-plans-to-bring-employees-back-to-office-even-as-tech-peers-hold-off,Shanthi Rexaline,,,,,,
2020-05-13 00:00:00 UTC,"VMWare Announces Creation Of Next-Gen SOC Alliance With Splunk, IBM Security, Google Cloud's Chronicle, Exabeam And Sumo Logic",GOOG,https://www.benzinga.com/tech/20/05/16020222/vmware-announces-creation-of-next-gen-soc-alliance-with-splunk-ibm-security-google-clouds-chronicle,Benzinga Newsdesk,,,,,,
2020-05-13 00:00:00 UTC,Twitter Will Allow Employees To Work From Home For As Long As They Want,GOOG,https://www.benzinga.com/news/20/05/16018357/twitter-will-allow-employees-to-work-from-home-for-as-long-as-they-want,Shivdeep Dhaliwal,,,,,,
2020-05-12 00:00:00 UTC,"Google, On April 28, Said 'We're Adding Roughly 3 Million New Users Every Day For Google Meet'",GOOG,https://www.benzinga.com/news/20/05/16013531/google-on-april-28-said-were-adding-roughly-3-million-new-users-every-day-for-google-meet,Benzinga Newsdesk,,,,,,
2020-05-12 00:00:00 UTC,"Zoom Shares Ticking Lower; Google Says Have Re-Engineered Google Meet, Originally Built For Secure Business Meetings, To Make It Free And Available To All",GOOG,https://www.benzinga.com/news/20/05/16013478/zoom-shares-ticking-lower-google-says-have-re-engineered-google-meet-originally-built-for-secure-bus,Benzinga Newsdesk,,,,,,
2020-05-12 00:00:00 UTC,Not Just Fun And Games: How Esports Could Offer Potential Investment Opportunities,GOOG,https://www.benzinga.com/general/education/20/05/16008509/not-just-fun-and-games-how-esports-could-offer-potential-investment-opportunities,TD Ameritrade,,,,,,
2020-05-12 00:00:00 UTC,Amazon Releases AI-Based Enterprise Search Solution Kendra,GOOG,https://www.benzinga.com/news/20/05/16007555/amazon-releases-ai-based-enterprise-search-solution-kendra,Shivdeep Dhaliwal,,,,,,
2020-05-11 00:00:00 UTC,"Benzinga Pro's Top 5 Stocks To Watch For Mon., May 11, 2020: SNE, CNK, MRNA, WORK, KMX",GOOG,https://www.benzinga.com/pre-market-outlook/20/05/15998612/benzinga-pros-top-5-stocks-to-watch-for-mon-may-11-2020-sne-cnk-mrna-work-kmx,Benzinga Newsdesk,,,,,,
2020-05-11 00:00:00 UTC,Former Google CEO Eric Schmidt Cut Last Ties With The Company: Report,GOOG,https://www.benzinga.com/news/20/05/15996955/former-google-ceo-eric-schmidt-cut-last-ties-with-the-company-report,Neer Varshney,,,,,,
2020-05-10 00:00:00 UTC,Bored Of Reheated Pasta? Benzinga's Top Foods To Order Or Cook Has You Covered,GOOG,https://www.benzinga.com/general/restaurants/20/05/15996259/bored-of-reheated-pasta-benzingas-top-foods-to-order-or-cook-has-you-covered,Jayson Derrick,,,,,,
2020-05-08 00:00:00 UTC,'Alphabet CEO in internal memo: Offices reopening at 10% to 15% capacity starting in June' -CNBC,GOOG,https://www.benzinga.com/news/20/05/15992420/alphabet-ceo-in-internal-memo-offices-reopening-at-10-to-15-capacity-starting-in-june-cnbc,Benzinga Newsdesk,,,,,,
2020-05-08 00:00:00 UTC,Zoom Video Shares Fall To Session Low On Volume Spike As Hearing 'Google Duo will soon let you make group calls in Chrome',GOOG,https://www.benzinga.com/news/20/05/15991982/zoom-video-shares-fall-to-session-low-on-volume-spike-as-hearing-google-duo-will-soon-let-you-make-g,Benzinga Newsdesk,,,,,,
2020-05-08 00:00:00 UTC,Hearing Majority Of Alphabet Staff To Work From Home Til 2021,GOOG,https://www.benzinga.com/news/20/05/15990744/hearing-majority-of-alphabet-staff-to-work-from-home-til-2021,Benzinga Newsdesk,,,,,,
2020-05-08 00:00:00 UTC,"Along With Dramatic Jobs Data, Investors Scrutinize Recent Earnings From Uber, Square",GOOG,https://www.benzinga.com/news/earnings/20/05/15989774/along-with-dramatic-jobs-data-investors-scrutinize-recent-earnings-from-uber-square,JJ Kinahan,,,,,,
2020-05-08 00:00:00 UTC,Google Employees To Work From Home Through 2020 With Few Exceptions,GOOG,https://www.benzinga.com/news/20/05/15986438/google-employees-to-work-from-home-through-2020-with-few-exceptions,Neer Varshney,,,,,,
2020-05-07 00:00:00 UTC,"UPDATE: Lime Says Alphabet, Bain Capital Will Also Be In Investment Round With Uber",GOOG,https://www.benzinga.com/news/20/05/15977507/update-lime-says-alphabet-bain-capital-will-also-be-in-investment-round-with-uber,Benzinga Newsdesk,,,,,,
2020-05-07 00:00:00 UTC,ViacomCBS And Google Announce Expanded Distribution Agreement,GOOG,https://www.benzinga.com/media/20/05/15976481/viacomcbs-and-google-announce-expanded-distribution-agreement,Benzinga Newsdesk,,,,,,
2020-05-07 00:00:00 UTC,"ViacomCBS, Google Report Expanded Distribution Deal: 'Introduces 14 Additional ViacomCBS Cable Networks to YouTube TV, Including BET, Comedy Central, MTV and Nickelodeon'",GOOG,https://www.benzinga.com/news/20/05/15976236/viacomcbs-google-report-expanded-distribution-deal-introduces-14-additional-viacomcbs-cable-networks,Benzinga Newsdesk,,,,,,
2020-05-06 00:00:00 UTC,"A Low-Cost, FAAMNG-Heavy ETF For May",GOOG,https://www.benzinga.com/analyst-ratings/analyst-color/20/05/15963335/a-low-cost-faamng-heavy-etf-for-may,ETF Professor,,,,,,
2020-05-06 00:00:00 UTC,11 Reasons Billionaire Investor Leon Cooperman Is Worried About Long-Term Impacts Of COVID-19,GOOG,https://www.benzinga.com/markets/futures/20/05/15958756/11-reasons-billionaire-investor-leon-cooperman-is-worried-about-long-term-impacts-of-covid-19,Wayne Duggan,,,,,,
2020-05-05 00:00:00 UTC,"Charles Schwab Launches Fractional Shares, The Ability To Gift Stock",GOOG,https://www.benzinga.com/fintech/20/05/15958437/charles-schwab-launches-fractional-shares-the-ability-to-gift-stock,Renato Capelj,,,,,,
2020-05-05 00:00:00 UTC,'A new edition of the P30 could let Huawei offer Google apps again' -SCMP,GOOG,https://www.benzinga.com/news/20/05/15957311/a-new-edition-of-the-p30-could-let-huawei-offer-google-apps-again-scmp,Benzinga Newsdesk,,,,,,
2020-05-05 00:00:00 UTC,"Google Cloud, Splunk Report Strategic Partnership to Help Organizations Drive Insights From Data; Splunk Cloud Will Soon Be Available On Google Cloud",GOOG,https://www.benzinga.com/news/20/05/15954846/google-cloud-splunk-report-strategic-partnership-to-help-organizations-drive-insights-from-data-splu,Benzinga Newsdesk,,,,,,
2020-05-05 00:00:00 UTC,"Deutsche Bank Maintains Buy on Alphabet, Raises Price Target to $1700",GOOG,https://www.benzinga.com/news/20/05/15954436/deutsche-bank-maintains-buy-on-alphabet-raises-price-target-to-1700,Benzinga_Newsdesk,,,,,,
2020-05-05 00:00:00 UTC,3 ETFs For Disney Earnings,GOOG,https://www.benzinga.com/news/earnings/20/05/15951639/3-etfs-for-disney-earnings,ETF Professor,,,,,,
2020-05-04 00:00:00 UTC,Apple And Google Say No To Location Tracking In Coronavirus Contact Tracing Apps,GOOG,https://www.benzinga.com/news/20/05/15951485/apple-and-google-say-no-to-location-tracking-in-coronavirus-contact-tracing-apps,Shivdeep Dhaliwal,,,,,,
2020-05-04 00:00:00 UTC,YouTube Signs Gamer PewDiePie To Exclusive Streaming Deal,GOOG,https://www.benzinga.com/news/20/05/15948439/youtube-signs-gamer-pewdiepie-to-exclusive-streaming-deal,Steve Krause,,,,,,
2020-05-04 00:00:00 UTC,YouTube Signs Gamer PewDiePie to Live Streaming Deal,GOOG,https://www.benzinga.com/news/20/05/15947941/youtube-signs-gamer-pewdiepie-to-live-streaming-deal,Benzinga Newsdesk,,,,,,
2020-05-04 00:00:00 UTC,'Google Engineers Flirted With a Zoom Acquisition—Before a Push to Beat It' -UK's The Information,GOOG,https://www.benzinga.com/m-a/20/05/15944941/google-engineers-flirted-with-a-zoom-acquisition-before-a-push-to-beat-it-uks-the-information,Benzinga Newsdesk,,,,,,
2020-05-04 00:00:00 UTC,Up Your At-Home Cooking Game With These Recipes And Techniques,GOOG,https://www.benzinga.com/media/20/05/15941134/up-your-at-home-cooking-game-with-these-recipes-and-techniques,Jayson Derrick,,,,,,
2020-05-02 00:00:00 UTC,"Warren Buffett Says There's No Bubble In FANG Stocks, But He's Still Not Buying",GOOG,https://www.benzinga.com/top-stories/20/05/15937144/warren-buffett-says-theres-no-bubble-in-fang-stocks-but-hes-still-not-buying,Wayne Duggan,,,,,,
2020-05-01 00:00:00 UTC,"Amazon, Exxon Mobil Earnings Weigh On Market To Start New Month As Caution Steers The Wheel",GOOG,https://www.benzinga.com/news/earnings/20/05/15939300/amazon-exxon-mobil-earnings-weigh-on-market-to-start-new-month-as-caution-steers-the-wheel,JJ Kinahan,,,,,,
2020-05-01 00:00:00 UTC,"Zoom Corrects Blog Saying It Had 300M Daily Active Users, Admits It Was Wrong",GOOG,https://www.benzinga.com/news/20/05/15930314/zoom-corrects-blog-saying-it-had-300-m-daily-active-users-admits-it-was-wrong,Shivdeep Dhaliwal,,,,,,
2020-04-30 00:00:00 UTC,Apple CEO Tim Cook: Apple To Work With Google To Improve COVID-19 Contact Tracing,GOOG,https://www.benzinga.com/news/earnings/20/04/15928232/apple-ceo-tim-cook-apple-to-work-with-google-to-improve-covid-19-contact-tracing,Benzinga Newsdesk,,,,,,
2020-04-30 00:00:00 UTC,Thursday's Market Minute: Stocks Rally As GDP Plummets,GOOG,https://www.benzinga.com/news/earnings/20/04/15920938/thursdays-market-minute-stocks-rally-as-gdp-plummets,TD Ameritrade Network,,,,,,
2020-04-29 00:00:00 UTC,Analysts Applaud Alphabet Earnings: 'An Incredible Advertising Business',GOOG,https://www.benzinga.com/analyst-ratings/analyst-color/20/04/15908941/analysts-applaud-alphabet-earnings-an-incredible-advertising-business,Wayne Duggan,,,,,,
2020-04-29 00:00:00 UTC,"UPDATE: Mizuho On Alphabet Notes 'Despite the slowdown, we are encouraged by strong underlying usage of YouTube and its continued path to gain share against TV advertising, affirming our LT thesis'",GOOG,https://www.benzinga.com/analyst-ratings/analyst-color/20/04/15909739/update-mizuho-on-alphabet-notes-despite-the-slowdown-we-are-encouraged-by-strong-un,Benzinga_Newsdesk,,,,,,
2020-04-29 00:00:00 UTC,"UPDATE: Mizuho Maintains Buy On Alphabet, Raises Target To $1560 Notes 'Although advertising business came under pressure in March and April, trends were modestly better than expectations'",GOOG,https://www.benzinga.com/analyst-ratings/analyst-color/20/04/15909738/update-mizuho-maintains-buy-on-alphabet-raises-target-to-1560-notes-although-advert,Benzinga_Newsdesk,,,,,,
2020-04-29 00:00:00 UTC,UPDATE: Morgan Stanley On Alphabet Notes 'But EBIT still falls (higher deleverage) which shows how outperformance from here likely to require a confirmed turn in ad trends',GOOG,https://www.benzinga.com/analyst-ratings/analyst-color/20/04/15909205/update-morgan-stanley-on-alphabet-notes-but-ebit-still-falls-higher-deleverage-whic,Benzinga_Newsdesk,,,,,,
2020-04-29 00:00:00 UTC,"UPDATE: Morgan Stanley Maintains Overweight On Alphabet, Raises Target To $1,400 Notes 'Ad declines are likely to be somewhat less severe than expected and GOOGL is focused on efficiency/innovation to emerge stronger post downturn'",GOOG,https://www.benzinga.com/analyst-ratings/analyst-color/20/04/15909203/update-morgan-stanley-maintains-overweight-on-alphabet-raises-target-to-1-400-notes,Benzinga_Newsdesk,,,,,,
2020-04-29 00:00:00 UTC,UPDATE: Nomura On Alphabet Notes 'and management noted the first two months of the quarter were strong followed by a significant slowdown in advertising revenue in March (consistent with SNAP's commentary last week',GOOG,https://www.benzinga.com/analyst-ratings/analyst-color/20/04/15909123/update-nomura-on-alphabet-notes-and-management-noted-the-first-two-months-of-the-qu,Benzinga_Newsdesk,,,,,,
2020-04-29 00:00:00 UTC,"UPDATE: Nomura Maintains Buy On Alphabet, Raises Tgt To $1,700 Notes Co. 'reported relatively solid results led by an acceleration at YouTube and continued Cloud momentum. Total advertising revenue growth slowed to +10% YoY, but was better than expected'",GOOG,https://www.benzinga.com/analyst-ratings/analyst-color/20/04/15909120/update-nomura-maintains-buy-on-alphabet-raises-tgt-to-1-700-notes-co-reported-relat,Benzinga_Newsdesk,,,,,,
